Timestamp (UTC_TIME)	XBH4.EXPT.GIF.001:COUNTS	XBH4.EXPT.GIF.002:COUNTS	XBH4.EXPT.GIF.003:COUNTS	XBH4.EXPT.GIF.004:COUNTS
2016-08-23 02:30:22.935	12435	10298	5184	0
2016-08-23 02:30:40.935	12188	9964	4997	0
2016-08-23 02:30:58.935	12668	10623	5338	0
2016-08-23 02:31:16.935	12476	10408	5189	0
2016-08-23 02:31:34.935	11985	9934	4908	0
2016-08-23 02:31:52.935	12252	10160	5044	0
2016-08-23 02:32:10.935	12675	10508	5275	0
2016-08-23 02:32:28.935	12244	10075	5135	0
2016-08-23 02:32:46.935	12491	10352	5091	0
2016-08-23 02:33:04.935	12248	10179	5040	0
2016-08-23 02:33:22.935	12752	10453	5249	0
2016-08-23 02:33:40.935	12789	10638	5287	0
2016-08-23 02:33:58.935	12453	10152	5037	0
2016-08-23 02:34:16.935	12261	10077	5107	0
2016-08-23 02:34:34.935	12714	10414	5217	0
2016-08-23 02:34:52.935	13090	10907	5424	0
2016-08-23 02:35:10.935	11955	9968	4958	0
2016-08-23 02:35:28.935	12156	10121	5068	0
2016-08-23 02:35:46.935	12810	10666	5431	0
2016-08-23 02:36:04.935	12794	10577	5275	0
2016-08-23 02:36:22.935	12881	10600	5307	0
2016-08-23 02:36:40.935	12821	10517	5182	0
2016-08-23 02:36:58.935	12124	10150	5093	0
2016-08-23 02:37:16.935	12844	10588	5289	0
2016-08-23 02:37:34.935	13029	10742	5345	0
2016-08-23 02:37:52.935	13028	10768	5338	0
2016-08-23 02:38:10.935	11612	9566	4761	0
2016-08-23 02:38:28.935	11806	9768	4841	0
2016-08-23 02:38:46.935	12074	10089	4996	0
2016-08-23 02:39:04.935	12959	10859	5363	0
2016-08-23 02:39:22.935	12034	9932	4929	0
2016-08-23 02:39:40.935	12951	10715	5326	0
2016-08-23 02:39:58.935	12807	10738	5243	0
2016-08-23 02:40:16.935	12984	10661	5386	0
2016-08-23 02:40:34.935	12348	10200	5114	0
2016-08-23 02:40:52.935	12704	10496	5189	0
2016-08-23 02:41:10.935	12155	9923	4875	0
2016-08-23 02:41:28.935	13581	11225	5574	0
2016-08-23 02:41:46.935	13335	11121	5571	0
2016-08-23 02:42:04.935	13138	10883	5408	0
2016-08-23 02:42:22.935	12148	10030	5069	0
2016-08-23 02:42:40.935	12391	10313	5160	0
2016-08-23 02:42:58.935	12641	10541	5211	0
2016-08-23 02:43:16.935	12695	10690	5257	0
2016-08-23 02:43:34.935	13023	10729	5286	0
2016-08-23 02:43:52.935	13103	10802	5355	0
2016-08-23 02:44:10.935	12955	10800	5266	0
2016-08-23 02:44:28.935	12887	10564	5325	0
2016-08-23 02:44:46.935	12484	10277	5082	0
2016-08-23 02:45:04.935	11490	9412	4626	0
2016-08-23 02:45:22.935	12864	10638	5256	0
2016-08-23 02:45:40.935	12972	10714	5284	0
2016-08-23 02:45:58.935	13023	10694	5336	0
2016-08-23 02:46:16.935	12663	10420	5167	0
2016-08-23 02:46:34.935	12624	10438	5154	0
2016-08-23 02:46:52.935	12969	10784	5317	0
2016-08-23 02:47:10.935	12689	10462	5268	0
2016-08-23 02:47:28.935	12190	10143	4972	0
2016-08-23 02:47:46.935	12211	10110	5040	0
